prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title,decade
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2013,non-fiction,0641,shortlisted,Goulson,Dave,"Goulson, Dave",Male,unknown,UK,White British,English,Doctorate,Oxford Brookes University,Maths and Sciences,Butterfly Ecology,39606309,00805,A Sting in the Tale,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2013,crime,0423,winner,Herron,Mick,"Herron, Mick",Male,unknown,UK,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,00569,Dead Lions,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2013,non-fiction,0642,shortlisted,Higgins,Charlotte,"Higgins, Charlotte",Female,unknown,UK,White British,British,Bachelors,University of Oxford,Language and Literature,Classics,81489808,00806,Under Another Sky,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0333,winner,Homes,AM,"Homes, AM",Female,queer,Non-UK,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,28604426,00412,May We Be Forgiven,2010
5,Costa Biography Award,Costa Biography Award,Costa,2013,biography,0074,winner,Hughes-Hallett,Lucy,"Hughes-Hallett, Lucy",Female,unknown,UK,White British,British,Bachelors,University of London,Language and Literature,English Literature,44163756,00148,"The Pike: Gabriele d'Annunzio, Poet, Seducer and Preacher of War",2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2013,non-fiction,0074,winner,Hughes-Hallett,Lucy,"Hughes-Hallett, Lucy",Female,unknown,UK,White British,British,Bachelors,University of London,Language and Literature,English Literature,44163756,00148,"The Pike: Gabriele d'Annunzio, Poet, Seducer and Preacher of War",2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0300,shortlisted,Kingsolver,Barbara,"Kingsolver, Barbara",Female,unknown,Non-UK,Non-UK White,White American,Masters,University of Arizona,Maths and Sciences,Ecology and Evolutionary Biology,79097759,00413,Flight Behaviour,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0220,shortlisted,Lahiri,Jhumpa,"Lahiri, Jhumpa",Female,unknown,Non-UK,Asian,Indian American,Doctorate,Boston University,Language and Literature,Renaissance Studies,100885199,00171,The Lowland,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2013,sff,0497,winner,Leckie,Ann,"Leckie, Ann",Female,unknown,Non-UK,Non-UK White,White American,unknown,unknown,unknown,unknown,73520345,00636,Ancillary Justice,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0077,shortlisted,Mantel,Hilary,"Mantel, Hilary",Female,unknown,UK,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,00194,Bring Up The Bodies,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2013,crime,0447,shortlisted,Masterman,Becky,"Masterman, Becky",Female,unknown,Non-UK,Non-UK White,White American,Masters,Florida Atlantic University,Writing,Creative Writing,272092657,00572,Rage Against the Dying,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2013,poetry,0564,shortlisted,McCabe,Chris,"McCabe, Chris",Male,unknown,UK,White British,English,unknown,unknown,unknown,unknown,5359147270560735700004,00722,Pharmapoetica,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2013,non-fiction,0643,shortlisted,Moore,Charles,"Moore, Charles",Male,unknown,UK,White British,English,unknown,University of Cambridge,unknown,unknown,8862490,00807,Margaret Thatcher,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2013,poetry,0530,winner,Morrissey,Sinéad,"Morrissey, Sinéad",Female,unknown,UK,White British,Northern Irish,Doctorate,"Trinity College, Dublin",Language and Literature,English Literature,84238223,00677,Parallax,2010
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2013,drama,0519,winner,Mullarkey,Rory,"Mullarkey, Rory",Male,unknown,UK,White British,Irish Canadian British,Bachelors,University of Cambridge,Language and Literature,Modern and Medieval Languages,171498595,00666,Cannibals,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0221,shortlisted,Ozeki,Ruth,"Ozeki, Ruth",Female,unknown,Non-UK,Asian,Japanese American,Bachelors,Smith College,Language and Literature,English Literature and Asian Studies,79458623,00254,A Tale for the Time Being,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2013,sff,0493,winner,Powell,Gareth L,"Powell, Gareth L",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,93267843,00637,Ack-Ack Macaque,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2013,children's,0076,winner,Riddell,Chris,"Riddell, Chris",Male,unknown,UK,White British,White South African British,Bachelors,Brighton Polytechnic,Arts,Illustration,9971208,00271,Goth Girl and the Ghost of a Mouse,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2013,poetry,0565,winner,Sawkins,Maggie,"Sawkins, Maggie",Female,unknown,UK,White British,English,Masters,unknown,Writing,Creative Writing,224791427,00723,Zones of Avoidance,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0334,shortlisted,Semple,Maria,"Semple, Maria",Female,unknown,Non-UK,Non-UK White,White American,Bachelors,Barnard College,Language and Literature,English Literature,1938307,00414,"Where'd You Go, Bernadette",2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2013,poetry,0566,shortlisted,Silva,Hannah,"Silva, Hannah",Female,queer,UK,White British,English,Doctorate,University of Stirling,Language and Literature,Poetry,2151594365205351816,00724,Total Man,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2013,poetry,0567,shortlisted,Skoulding,Zoë,"Skoulding, Zoë",Female,unknown,UK,White British,British,Doctorate,unknown,Writing,Creative and Critical Writing,303276879,00725,The Museum of Disappearing Sounds,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2013,fiction,0022,shortlisted,Smith,Zadie,"Smith, Zadie",Female,unknown,UK,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,00415,NW,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2013,poetry,0075,winner,Symmons Roberts,Michael,"Symmons Roberts, Michael",Male,unknown,UK,White British,British,Bachelors,University of Oxford,unknown,unknown,68815992,00319,Drysalter,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2013,fiction,0094,shortlisted,Tóibín,Colm,"Tóibín, Colm",Male,queer,Non-UK,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,00332,The Testament of Mary,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2013,fiction,0010,winner,Warner,Alan,"Warner, Alan",Male,unknown,UK,White British,Scottish,Masters,University of Glasgow,Language and Literature,English Literature,85421114,00349,The Deadman's Pedal,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2014,fiction,0329,shortlisted,Adichie,Chimamanda Ngozi,"Adichie, Chimamanda Ngozi",Female,unknown,Non-UK,African,Nigerian America,Masters,Johns Hopkins University/Yale University,Multiple,Creative Writing/African History,87194517,00408,Americanah,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2014,poetry,0568,shortlisted,Agbabi,Patience,"Agbabi, Patience",Female,queer,UK,African,British Nigerian,Masters,University of Sussex,Writing,Creative Writing,27342657,00726,Telling Tales,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0635,shortlisted,Campbell,John,"Campbell, John",Male,unknown,Non-UK,Non-UK White,White American,Bachelors,MIT,Maths and Sciences,Physics,109243739,00799,Roy Jenkins,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2014,crime,0442,winner,Cash,Wiley,"Cash, Wiley",Male,unknown,Non-UK,Non-UK White,White American,Doctorate,University of Louisiana Lafayette,Language and Literature,American Literature,232847331,00565,This Dark Road to Mercy,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0636,shortlisted,Coutts,Marion,"Coutts, Marion",Female,unknown,UK,White British,British,Bachelors,Edinburgh College of Art,Arts,Fine Art,265383769,00800,The Iceberg,2010
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2014,fiction,0009,winner,Crace,Jim,"Crace, Jim",Male,unknown,UK,White British,English,Bachelors,University of London,Language and Literature,English Literature,66497143,00061,Harvest,2010
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2014,drama,0518,winner,Dahlquist,Gordon,"Dahlquist, Gordon",Male,unknown,Non-UK,Non-UK White,White American,unknown,Columbia University,Arts,unknown,43044001,00665,Tomorrow Come Today,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2014,crime,0443,shortlisted,Daly,Paula,"Daly, Paula",Female,unknown,UK,White British,British,unknown,unknown,unknown,unknown,305281984,00566,Keep Your Friends Close,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2014,poetry,0569,shortlisted,Dharker,Imtiaz,"Dharker, Imtiaz",Female,unknown,UK,Asian,Pakistani Scottish,unknown,unknown,unknown,unknown,60513034,00727,Over the Moon,2010
6,Costa Poetry Award,Costa Poetry Award,Costa,2014,poetry,0071,winner,Edwards,Jonathan,"Edwards, Jonathan",Male,unknown,UK,White British,Welsh,Masters,University of Warwick,Writing,Creative Writing,7398821,00083,My Family and Other Superheroes,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2014,poetry,0570,shortlisted,Etter,Carrie,"Etter, Carrie",Female,unknown,UK,Non-UK White,White American,Doctorate,"University of California, Irvine",Language and Literature,English,41473164,00728,Imagined Sons,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2014,fiction,0215,shortlisted,Ferris,Joshua,"Ferris, Joshua",Male,unknown,Non-UK,Non-UK White,White American,Masters,"University of California, Irvine",Writing,Creative Writing,44616259,00094,To Rise Again at a Decent Hour,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2014,fiction,0214,winner,Flanagan,Richard,"Flanagan, Richard",Male,unknown,Non-UK,Non-UK White,White Australian,Masters,University of Oxford,unknown,unknown,99138677,00099,The Narrow Road to the Deep North,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2014,fiction,0216,shortlisted,Fowler,Karen Joy,"Fowler, Karen Joy",Female,unknown,Non-UK,Non-UK White,White American,Masters,"University of California, Davis",unknown,unknown,85494465,00105,We Are All Completely Beside Ourselves,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0637,shortlisted,Grandin,Greg,"Grandin, Greg",Male,unknown,Non-UK,Non-UK White,White American,Doctorate,Yale University,History and Cultural Studies,History,118546515,00801,Empire of Necessity,2010
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2014,poetry,0529,winner,Harsent,David,"Harsent, David",Male,unknown,UK,White British,English,none,none,none,none,91680152,00676,Fire Songs,2010
3,Costa First Novel Award,Costa First Novel Award,Costa,2014,fiction,0069,winner,Healey,Emma,"Healey, Emma",Female,unknown,UK,White British,British,Masters,University of East Anglia,Writing,Creative Writing,307422214,00134,Elizabeth is Missing,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2014,fiction,0217,shortlisted,Jacobson,Howard,"Jacobson, Howard",Male,unknown,UK,Jewish,Jewish British,Bachelors,University of Cambridge,Language and Literature,English Literature,98522519,00155,J,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2014,fiction,0330,shortlisted,Kent,Hannah,"Kent, Hannah",Female,unknown,Non-UK,Non-UK White,White Australian,Doctorate,Flinders University,Writing,Creative Writing,300273918,00409,Burial Rites,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2014,fiction,0220,shortlisted,Lahiri,Jhumpa,"Lahiri, Jhumpa",Female,unknown,Non-UK,Asian,Indian American,Doctorate,Boston University,Language and Literature,Renaissance Studies,100885199,00171,The Lowland,2010
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2014,sff,0497,winner,Leckie,Ann,"Leckie, Ann",Female,unknown,Non-UK,Non-UK White,White American,unknown,unknown,unknown,unknown,73520345,00635,Ancillary Sword,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0638,shortlisted,Light,Alison,"Light, Alison",Female,unknown,UK,White British,English,Doctorate,University of Sussex,Language and Literature,English Literature,36985027,00802,Common People,2010
2,Costa Book of the Year,Costa Book of the Year,Costa,2014,no/any/multi genre,0068,winner,Macdonald,Helen,"Macdonald, Helen",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,12596131,00186,H is for Hawk,2010
5,Costa Biography Award,Costa Biography Award,Costa,2014,biography,0068,winner,Macdonald,Helen,"Macdonald, Helen",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,12596131,00186,H is for Hawk,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0068,winner,Macdonald,Helen,"Macdonald, Helen",Female,unknown,UK,White British,English,unknown,unknown,unknown,unknown,12596131,00186,H is for Hawk,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2014,fiction,0331,shortlisted,Magee,Audrey,"Magee, Audrey",Female,unknown,Non-UK,Irish,Irish,Bachelors,Dublin City University,Writing,Journalism,309893592,00410,The Undertaking,2010
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2014,fiction,0006,winner,McBride,Eimear,"McBride, Eimear",Female,unknown,UK,Irish,Irish,Bachelors,Drama Centre London,Arts,Acting,305332994,00407,A Girl Is a Half-Formed Thing,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2014,crime,0444,shortlisted,Mendelson,Paul,"Mendelson, Paul",Male,unknown,UK,White British,British,unknown,unknown,unknown,unknown,51083396,00567,The First Rule of Survival,2010
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2014,non-fiction,0639,shortlisted,Moorehead,Caroline,"Moorehead, Caroline",Female,unknown,UK,White British,British Australian,unknown,unknown,unknown,unknown,12322057,00803,Village of Secrets,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2014,poetry,0160,winner,Motion,Andrew,"Motion, Andrew",Male,unknown,UK,White British,English,Masters,University of Oxford,Language and Literature,Literature,108893413,00729,Coming Home,2010
8,Booker Prize,Man Booker Prize,Booker Foundation,2014,fiction,0218,shortlisted,Mukherjee,Neel,"Mukherjee, Neel",Male,unknown,UK,Asian,Indian British American,Doctorate,University of Cambridge,unknown,unknown,48710931,00238,The Lives of Others,2010
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2014,poetry,0061,shortlisted,Oswald,Alice,"Oswald, Alice",Female,unknown,UK,White British,English,Bachelors,University of Oxford,Language and Literature,Classics,14019756,00730,Tithonus,2010
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2014,crime,0445,shortlisted,Penny,Louise,"Penny, Louise",Female,unknown,Non-UK,Non-UK White,White Canadian,unknown,unknown,unknown,unknown,79555703,00568,How the Light Gets In,2010
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2014,children's,0072,winner,Saunders,Kate,"Saunders, Kate",Female,unknown,UK,White British,English,none,none,none,none,92981791,00285,Five Children on the Western Front,2010
4,Costa Novel Award,Costa Novel Award,Costa,2014,fiction,0070,winner,Smith,Ali,"Smith, Ali",Female,queer,UK,White British,Scottish,unknown,unknown,unknown,unknown,118024365,00302,How to be both,2010
